1.425160064025610129e-01,1.457412965186073439e-01,1.514275710284114229e-01
1.501877471938000141e-01,1.598723399144930113e-01,1.386326880274134643e-01
1.527815001340048218e-01,1.614428119412297802e-01,1.537515350552619564e-01
1.544706909536053274e-01,1.607934560081768494e-01,1.484329603882069692e-01
1.367075416125351772e-01,1.437143894411223588e-01,1.429302945656423240e-01
1.196035524775966863e-01,1.327770563811538906e-01,1.328932813927764522e-01
1.507935555368853375e-01,1.484470956307435419e-01,1.351854963572859392e-01
1.470023230209072107e-01,1.437362936266427527e-01,1.444052996476967721e-01
1.446780355922041572e-01,1.632709033381078978e-01,1.368294931429103745e-01
1.501387420718816035e-01,1.796689810365813544e-01,1.402876545582676382e-01
