1.336627583374618622e+00,1.350309949134863574e+00,1.758390180265642921e-01
1.352569546563111347e+00,1.162322160913527469e+00,1.803196388077447365e-01
1.374418781532624978e+00,1.259193347379947925e+00,1.745907481563552799e-01
1.348903390220347775e+00,1.239381313284174002e+00,1.725675106460666519e-01
1.384637512572285178e+00,1.183868188426018042e+00,1.716590684227632668e-01
1.380869026374906827e+00,1.186246711332516579e+00,1.870183576864399844e-01
1.363283457814017385e+00,9.875408970165131528e-01,1.773300442609603567e-01
1.363656793976181669e+00,1.373370739006744889e+00,1.710141583329481130e-01
1.316224931975829682e+00,1.135756375240169813e+00,1.631421240798855699e-01
1.335562034250989294e+00,9.614463851136154648e-01,1.788858927680722077e-01
