1.782324558113952406e-01,1.712812820320510632e-01,1.542618565464135560e-01
2.139389320306779307e-01,1.781559185600378736e-01,1.706674508203607221e-01
1.955391286260579342e-01,1.883670138722219889e-01,1.493753900062401163e-01
2.049111143113159228e-01,2.059411802355349819e-01,1.569060419866871170e-01
1.993464836981099220e-01,1.896858079310386191e-01,1.583016179831037151e-01
1.762483449404178559e-01,1.707031453132312748e-01,1.650559420139124933e-01
1.777330368832331642e-01,1.692155974359668136e-01,1.577536603686022776e-01
1.838761402045190341e-01,1.419770313620636326e-01,1.545296590714715368e-01
1.696209312403699210e-01,1.729583975346686842e-01,1.510155848741654427e-01
1.716931716931715535e-01,1.651941651941651878e-01,1.596541596541596331e-01
