1.590336134453782524e-01,1.426560624249699760e-01,1.461834733893556670e-01
1.792925653712509337e-01,1.697700997582103355e-01,1.482001889481354695e-01
1.695941053877938476e-01,1.692930945514039554e-01,1.615288150373412890e-01
1.923492742621857321e-01,1.603293998573825929e-01,1.582141439114133075e-01
1.464297179958773398e-01,1.528574957569865944e-01,1.443094614448348079e-01
1.250991920357813481e-01,1.178972490742077328e-01,1.390792574424084549e-01
1.668326992090449767e-01,1.569747670543426565e-01,1.341792991426319359e-01
1.508263574372169513e-01,1.462633163698473515e-01,1.482853345680112955e-01
1.677812377694964940e-01,1.757098571727430114e-01,1.325333645633453017e-01
1.954441347940291118e-01,1.957344320584277764e-01,1.458443446088795170e-01
