1.694283019867973694e-01,1.935234826506498917e-01,1.514434207276156297e-01
1.642751068776719947e-01,1.742843571089277566e-01,1.650771269281732234e-01
1.679936878990062610e-01,1.807668922702764247e-01,1.551074817197074518e-01
1.721035489319403533e-01,2.228850059650536730e-01,1.571594144347299160e-01
1.753915512807808774e-01,1.828427118460840273e-01,1.571310028937809022e-01
1.731839384871421972e-01,1.879460642332495546e-01,1.575156822582450822e-01
1.706598234456990770e-01,1.744721322427116306e-01,1.736500656553180422e-01
1.849289792473189920e-01,1.999111928066172883e-01,1.702337889369038848e-01
1.645633185151990086e-01,1.780356835614739230e-01,1.549111912259573121e-01
1.570647423681836852e-01,1.581314555969328683e-01,1.663269842321120073e-01
