1.360257989812724500e+00,1.309911929821887533e+00,7.970418455820297288e-01
1.369566603217558631e+00,1.058003968032831033e+00,7.774594950261810578e-01
1.391098958581015399e+00,1.129614628187600056e+00,7.605050106155708534e-01
1.370491981458779041e+00,1.178866890728810013e+00,7.462972310911532015e-01
1.401661916997802626e+00,1.066567921808256436e+00,7.582766216986210894e-01
1.397919371382528642e+00,1.086350962772196560e+00,8.112156633823526253e-01
1.381512434536311451e+00,1.048908217848157243e+00,7.738648416442875932e-01
1.379802239406324516e+00,1.299456937971812165e+00,7.565660922314123571e-01
1.332391699582859967e+00,1.286106864283584894e+00,7.440271578820408793e-01
1.349898237168383641e+00,9.998914249959824918e-01,7.199830865662438795e-01
