2.013949999999999907e-01,1.768899999999999917e-01,1.535510000000001041e-01
2.001423645734470291e-01,1.887231639775581726e-01,1.711688712151246961e-01
1.601399713376784328e-01,1.749211686146577849e-01,1.667795091402404228e-01
2.051825182518250967e-01,1.992299229922991355e-01,1.568756875687569163e-01
1.893077230892356022e-01,1.949089635854341918e-01,1.855852340936374745e-01
1.722897566361061283e-01,1.872579961279379201e-01,1.663056608905741918e-01
1.844896416270986883e-01,1.943169954118347809e-01,1.653289518422662585e-01
1.458571458571457091e-01,1.775791775791775162e-01,1.581091581091581544e-01
1.930597942805469813e-01,1.794398581189964315e-01,1.763259582019203187e-01
1.601383871238761802e-01,1.635430544386700102e-01,1.668216970526222864e-01
