1.411724689875949457e-01,1.454651860744298197e-01,1.442897158863545304e-01
1.506140814398487793e-01,1.586663944532514803e-01,1.336187571055706957e-01
1.473593049349776196e-01,1.544085587081134303e-01,1.482383365801168695e-01
1.572910322148980411e-01,1.560938873603705535e-01,1.466377431669232401e-01
1.320249750219776308e-01,1.404449938442551282e-01,1.358824417754547209e-01
1.167640552108883956e-01,1.299585998493082428e-01,1.273615720033984822e-01
1.424619225368173314e-01,1.480990274093721970e-01,1.291303095406699519e-01
1.437272935456419543e-01,1.427252845275607251e-01,1.401772615953542633e-01
1.464046949118101848e-01,1.570208970820958783e-01,1.312881679293801396e-01
1.520456947914664569e-01,1.831985953616503959e-01,1.347499839835992752e-01
