1.431685792144804514e-01,1.574319357983949841e-01,1.411615290382259857e-01
1.744171857684105875e-01,1.786510155990574944e-01,1.627699029009685994e-01
1.544014704235268098e-01,1.811248979983679508e-01,1.465333445335125218e-01
1.767283106118793246e-01,1.837217581925243426e-01,1.558199724782385331e-01
1.579744596384649036e-01,1.700623101581164587e-01,1.545708122731401790e-01
1.526854966778803391e-01,1.623248436943730555e-01,1.523174834294034330e-01
1.610432163035552255e-01,1.557443207902136084e-01,1.501343727089878843e-01
1.419850336747319197e-01,1.551488380141861079e-01,1.391082022704562826e-01
1.568890039162815775e-01,1.612336286594762136e-01,1.518933375064199787e-01
1.482191482191482779e-01,1.478771478771478964e-01,1.522501522501522597e-01
